date,open,high,low,close,volume
2026-01-20 14:30:00+00:00,167.625,169.46339416503906,166.24000549316406,167.82000732421875,3280403
2026-01-20 14:40:00+00:00,167.7949981689453,168.77499389648438,166.47999572753906,167.33999633789062,1647028
2026-01-20 14:50:00+00:00,167.30999755859375,168.07989501953125,166.9499969482422,167.3699951171875,927657
2026-01-20 15:00:00+00:00,167.32000732421875,168.6999969482422,167.10000610351562,168.375,813523
2026-01-20 15:10:00+00:00,168.36000061035156,169.28689575195312,168.32000732421875,168.9001007080078,754246
2026-01-20 15:20:00+00:00,168.89999389648438,170.4250030517578,168.72000122070312,170.4250030517578,851421
2026-01-20 15:30:00+00:00,170.39999389648438,170.4149932861328,169.4199981689453,169.5800018310547,577942
2026-01-20 15:40:00+00:00,169.57000732421875,170.17999267578125,169.57000732421875,170.17999267578125,103716
2026-01-20 15:50:00+00:00,169.3000030517578,170.2449951171875,169.27000427246094,170.22320556640625,984234
2026-01-20 16:00:00+00:00,170.23500061035156,171.2198944091797,170.23500061035156,171.0449981689453,644742
2026-01-20 16:10:00+00:00,171.0500030517578,171.8000030517578,171.0070037841797,171.6125030517578,669342
2026-01-20 16:20:00+00:00,171.58999633789062,171.8800048828125,170.72000122070312,171.77499389648438,559472
2026-01-20 16:30:00+00:00,171.75999450683594,171.97000122070312,171.36199951171875,171.88499450683594,492076
2026-01-20 16:40:00+00:00,171.860107421875,171.94000244140625,170.8000030517578,170.99000549316406,464919
2026-01-20 16:50:00+00:00,170.97999572753906,171.1999969482422,170.0800018310547,170.375,700950
2026-01-20 17:00:00+00:00,170.35000610351562,170.97999572753906,170.1649932861328,170.2332000732422,343877
2026-01-20 17:10:00+00:00,170.23500061035156,170.83990478515625,170.1320037841797,170.38499450683594,266486
2026-01-20 17:20:00+00:00,170.3800048828125,170.63999938964844,170.10000610351562,170.625,6560979
2026-01-20 17:30:00+00:00,170.625,170.625,169.9499969482422,170.3350067138672,141538
2026-01-20 17:40:00+00:00,170.34300231933594,170.8000030517578,169.66009521484375,169.7303924560547,341487
2026-01-20 17:50:00+00:00,169.72999572753906,170.49000549316406,169.5800018310547,170.39999389648438,382897
2026-01-20 18:00:00+00:00,170.3300018310547,170.6699981689453,169.63999938964844,169.67999267578125,396639
2026-01-20 18:10:00+00:00,169.69500732421875,170.22999572753906,169.6199951171875,169.87559509277344,315941
2026-01-20 18:20:00+00:00,169.89019775390625,169.92999267578125,169.5800018310547,169.74009704589844,246455
2026-01-20 18:30:00+00:00,169.7449951171875,169.88999938964844,169.0800018310547,169.1300048828125,361331
2026-01-20 18:40:00+00:00,169.14999389648438,169.6199951171875,169.02000427246094,169.47000122070312,347422
2026-01-20 18:50:00+00:00,169.4550018310547,169.46749877929688,168.94000244140625,169.0800018310547,386278
2026-01-20 19:00:00+00:00,169.0800018310547,169.44000244140625,169.02000427246094,169.19000244140625,326264
2026-01-20 19:10:00+00:00,169.16000366210938,169.29989624023438,168.9416046142578,169.10499572753906,211891
2026-01-20 19:20:00+00:00,169.11000061035156,169.17999267578125,168.60000610351562,168.75999450683594,300795
2026-01-20 19:30:00+00:00,168.75999450683594,169.05999755859375,168.3699951171875,169.0,397475
2026-01-20 19:40:00+00:00,169.02000427246094,169.38999938964844,168.82000732421875,169.17999267578125,360848
2026-01-20 19:50:00+00:00,169.16000366210938,169.8000030517578,169.02000427246094,169.71170043945312,340845
2026-01-20 20:00:00+00:00,169.67999267578125,169.6999969482422,169.41000366210938,169.51499938964844,239834
2026-01-20 20:10:00+00:00,169.51499938964844,169.60000610351562,168.9250030517578,169.1300048828125,471828
2026-01-20 20:20:00+00:00,169.14450073242188,169.22999572753906,168.86000061035156,168.9600067138672,355996
2026-01-20 20:30:00+00:00,168.99000549316406,169.27879333496094,168.75,168.94000244140625,428821
2026-01-20 20:40:00+00:00,168.92999267578125,169.08120727539062,168.7899932861328,169.0050048828125,384588
2026-01-20 20:50:00+00:00,168.97999572753906,169.00999450683594,168.3000030517578,168.5800018310547,1119759
2026-01-21 14:30:00+00:00,168.40199279785156,168.92999267578125,166.4499969482422,166.63999938964844,2275898
2026-01-21 14:40:00+00:00,166.63450622558594,167.25,165.6999969482422,167.16000366210938,1263097
2026-01-21 14:50:00+00:00,167.13499450683594,169.35000610351562,166.8300018310547,169.1199951171875,992415
2026-01-21 15:00:00+00:00,169.08999633789062,169.49000549316406,168.31520080566406,168.31520080566406,603004
2026-01-21 15:10:00+00:00,168.3350067138672,169.2899932861328,168.0800018310547,169.14190673828125,722310
2026-01-21 15:20:00+00:00,169.13009643554688,169.3000030517578,168.2100067138672,168.3300018310547,624478
2026-01-21 15:30:00+00:00,168.35000610351562,168.96539306640625,168.16000366210938,168.4550018310547,453181
2026-01-21 15:40:00+00:00,168.45919799804688,168.79510498046875,168.1999969482422,168.42999267578125,392522
2026-01-21 15:50:00+00:00,168.4499969482422,169.3000030517578,168.4499969482422,168.85000610351562,508410
2026-01-21 16:00:00+00:00,168.80999755859375,168.9600067138672,167.47999572753906,167.50999450683594,539050
2026-01-21 16:10:00+00:00,167.5399932861328,167.8000030517578,166.63499450683594,166.9250030517578,765887
2026-01-21 16:20:00+00:00,166.95249938964844,167.1199951171875,166.47999572753906,166.91000366210938,582836
2026-01-21 16:30:00+00:00,166.83999633789062,166.86500549316406,164.8699951171875,164.9499969482422,941087
2026-01-21 16:40:00+00:00,164.97500610351562,165.1199951171875,163.8509979248047,164.02999877929688,1202495
2026-01-21 16:50:00+00:00,164.0850067138672,164.1999969482422,162.7899932861328,163.0,1048428
2026-01-21 17:00:00+00:00,162.97999572753906,163.44940185546875,162.22000122070312,162.42999267578125,1042643
2026-01-21 17:10:00+00:00,162.39999389648438,162.61000061035156,161.5749969482422,162.17999267578125,1018625
2026-01-21 17:20:00+00:00,162.1300048828125,162.1898956298828,161.3000946044922,161.67250061035156,822586
2026-01-21 17:30:00+00:00,161.67999267578125,161.85000610351562,161.1199951171875,161.5500030517578,714168
2026-01-21 17:40:00+00:00,161.5500030517578,161.89990234375,161.11000061035156,161.86000061035156,622651
2026-01-21 17:50:00+00:00,161.875,162.8498992919922,161.72000122070312,162.735595703125,872521
2026-01-21 18:00:00+00:00,162.72999572753906,162.8699951171875,161.8300018310547,162.10000610351562,676634
2026-01-21 18:10:00+00:00,162.10000610351562,162.89999389648438,162.10000610351562,162.23500061035156,448495
2026-01-21 18:20:00+00:00,162.2100067138672,162.81500244140625,161.85000610351562,162.6300048828125,361325
2026-01-21 18:30:00+00:00,162.63009643554688,162.89999389648438,162.00999450683594,162.52000427246094,414120
2026-01-21 18:40:00+00:00,162.6699981689453,163.02000427246094,162.6199951171875,163.0,325122
2026-01-21 18:50:00+00:00,163.01499938964844,163.22000122070312,162.60000610351562,163.0399932861328,395364
2026-01-21 19:00:00+00:00,163.0449981689453,163.1699981689453,162.10000610351562,162.35000610351562,414668
2026-01-21 19:10:00+00:00,162.35000610351562,163.5,162.2899932861328,163.2949981689453,545506
2026-01-21 19:20:00+00:00,163.32989501953125,165.50999450683594,163.0500030517578,165.02499389648438,780814
2026-01-21 19:30:00+00:00,165.05999755859375,166.22000122070312,164.64500427246094,165.44500732421875,1272659
2026-01-21 19:40:00+00:00,165.50999450683594,166.8800048828125,165.25,166.860107421875,961672
2026-01-21 19:50:00+00:00,166.86000061035156,167.75,166.1199951171875,167.46499633789062,860999
2026-01-21 20:00:00+00:00,167.47500610351562,167.60000610351562,166.66000366210938,167.26499938964844,729752
2026-01-21 20:10:00+00:00,167.22999572753906,167.33999633789062,166.47999572753906,166.63499450683594,601120
2026-01-21 20:20:00+00:00,166.63999938964844,166.89999389648438,165.52000427246094,165.55499267578125,826160
2026-01-21 20:30:00+00:00,165.52000427246094,165.8300018310547,164.89999389648438,165.5749969482422,832444
2026-01-21 20:40:00+00:00,165.58999633789062,165.72000122070312,165.1199951171875,165.44000244140625,544963
2026-01-21 20:50:00+00:00,165.4199981689453,165.73599243164062,164.9499969482422,165.39999389648438,1535636
2026-01-22 14:30:00+00:00,167.5749969482422,167.7899932861328,165.25999450683594,166.72999572753906,2610653
2026-01-22 14:40:00+00:00,166.73269653320312,166.97000122070312,165.7675018310547,166.0500030517578,970812
2026-01-22 14:50:00+00:00,166.05239868164062,167.17649841308594,165.61000061035156,165.89439392089844,984737
2026-01-22 15:00:00+00:00,165.92999267578125,166.10000610351562,164.9600067138672,165.6649932861328,1016171
2026-01-22 15:10:00+00:00,165.63499450683594,165.9499969482422,165.0500030517578,165.5449981689453,820799
2026-01-22 15:20:00+00:00,165.52000427246094,166.22000122070312,165.0,165.60000610351562,804349
2026-01-22 15:30:00+00:00,165.6199951171875,166.6273956298828,165.28500366210938,166.47500610351562,634148
2026-01-22 15:40:00+00:00,166.46499633789062,166.83999633789062,166.11000061035156,166.47500610351562,472766
2026-01-22 15:50:00+00:00,166.42999267578125,166.61000061035156,166.0,166.1999969482422,450773
2026-01-22 16:00:00+00:00,166.1699981689453,166.44000244140625,165.9199981689453,166.1649932861328,383244
2026-01-22 16:10:00+00:00,166.1699981689453,166.67999267578125,166.1501007080078,166.29010009765625,387056
2026-01-22 16:20:00+00:00,166.2899932861328,167.02999877929688,166.25,166.6800994873047,368321
2026-01-22 16:30:00+00:00,166.6999969482422,167.15989685058594,166.38999938964844,166.5,476682
